SUR_ID,SUR_CPO,SUR_PANEL,DEMO_S1AGE1,QCOMM,QRECRUIT,DEMO_S1PT,DEMO_S1GND,DEMO_S1AGE,S1Q1,S1Q2,S1Q3_1,S1Q3_2,S1Q3_3,S1Q3_4,S1Q3_5,S1Q3_6,S1Q3_7,S1Q3_8,S1Q3_9,S1Q3_10,S1Q5_1,S1Q5_2,S1Q5_3,S1Q5_4,S1Q5_5,S1Q5_6,S1Q5_7,S1Q5_8,S1Q5_9,S1Q5_10,S1Q5_11,S1Q6_1,S1Q6_2,S1Q6_3,S1Q6_4,S1Q6_5,S1Q6_6,S1Q6_7,S1Q6_8,S1Q6_9,S1Q6_10,S1Q8_1,S1Q8_2,S1Q8_3,S1Q8_4,S1Q8_5,S1Q8_6,S1Q8_7,S1Q8_8,S1Q8_9,S1Q8_10,S1Q8_11,S1Q9_1,S1Q9_2,S1Q9_3,S1Q9_4,S1Q9_5,DEMO_S1EDU,DEMO_S1INC,DEMO_S1EMPL,DEMO_S1CAN,DEMO_S1LOC,SUR_S1,SUR_WGT1,S2Q1_1,S2Q1_2,S2Q1_3,S2Q1_4,S2Q2,S2Q3,S2Q4A_1,S2Q4A_2,S2Q8,S2Q9,S2Q10,S2Q11,S2Q12A,S2Q12B,S2Q13,S2Q16_1,S2Q16_2,S2Q16_3,S2Q17_1,S2Q17_2,S2Q17_3,S2Q18_1,S2Q18_2,S2Q20_1,S2Q20_2,S2Q20_3,S2Q20_4,S2Q21_1,S2Q21_2,S2Q21_3,S2Q21_4,S2Q22A,S2Q22B,S2Q22C,S2Q23_1,S2Q23_2,S2Q23_3,S2Q23_4,S2Q23_5,S2Q23_6,S2Q23_7,S2Q24,S2Q25,S2Q27A,S2Q27B,S2Q27C,S2Q28A,S2Q28B,S2Q28C,DEMO_S2EDU,DEMO_S2INC,DEMO_S2EMPL,DEMO_S2CAN,DEMO_S2LOC,W2PRESTRATE,w2age,SUR_S2,SUR_WGT2,SUR_MODE,S1Q4_OTH,S1Q7_OTH,S1Q11_OTH,CONTACT_OTH,CONTACT_9,CONTACT_1,CONTACT_2,CONTACT_3,CONTACT_4,CONTACT_5,CONTACT_6,CONTACT_7,CONTACT_8,CONTACT_10,CONTACT_11,CONTACT_0,CONTACT_16,CONTACT_15,S2Q4COMM,S2Q5_OTH,S2Q6_OTH,S2Q7COMM,S2Q14_OTH,S2Q14COMM,S2Q15_OTH,S2Q22_OTH,S2Q19COMM,S2Q25_INFO,S2Q26_COMM,S2Q28_OTH,CONTACT_17,CONTACT_12,CONTACT_13,CONTACT_14,CONTACT,DEMO_S1RECRUIT,DEMO_S1VIMI5,DEMO_S1VIMI1,DEMO_S1VIMI2,DEMO_S1VIMI3,DEMO_S1VIMI4,DEMO_S2VIMI5,DEMO_S2VIMI1,DEMO_S2VIMI2,DEMO_S2VIMI3,DEMO_S2VIMI4,PRIVACY1,PRIVACY2,PRIVACY3,PRIVACY4,PRIVACY5,PRIVACY6,PRIVACY7,PRIVACY8,S1Q9A_1,S1Q9A_2,S1Q9A_3,S1Q9A_4,S1Q9A_5,CONF_AD,CONF_YO,CONF_AD1,CONF_YO1,CONF_AD2,CONF_YO2,S1Q3A_1,S1Q3A_2,S1Q3A_3,S1Q3A_4,S1Q3A_5,S1Q3A_6,S1Q3A_7,S1Q3A_8,S1Q3A_9,S1Q3A_10,S1Q3B_1,S1Q3B_2,S1Q3B_3,S1Q3B_4,S1Q3B_5,S1Q3B_6,S1Q3B_7,S1Q3B_8,S1Q3B_9,S1Q3B_10,S1Q5A_1,S1Q5A_2,S1Q5A_3,S1Q5A_4,S1Q5A_5,S1Q5A_6,S1Q5A_7,S1Q5A_8,S1Q5A_9,S1Q5A_10,S1Q5A_11,S1Q5B_1,S1Q5B_2,S1Q5B_3,S1Q5B_4,S1Q5B_5,S1Q5B_6,S1Q5B_7,S1Q5B_8,S1Q5B_9,S1Q5B_10,S1Q5B_11,S1Q6A_1,S1Q6A_2,S1Q6A_3,S1Q6A_4,S1Q6A_5,S1Q6A_6,S1Q6A_7,S1Q6A_8,S1Q6A_9,S1Q6A_10,S1Q6B_1,S1Q6B_2,S1Q6B_3,S1Q6B_4,S1Q6B_5,S1Q6B_6,S1Q6B_7,S1Q6B_8,S1Q6B_9,S1Q6B_10,S1Q8A_1,S1Q8A_2,S1Q8A_3,S1Q8A_4,S1Q8A_5,S1Q8A_6,S1Q8A_7,S1Q8A_8,S1Q8A_9,S1Q8A_10,S1Q8A_11,S1Q8B_1,S1Q8B_2,S1Q8B_3,S1Q8B_4,S1Q8B_5,S1Q8B_6,S1Q8B_7,S1Q8B_8,S1Q8B_9,S1Q8B_10,S1Q8B_11,S1Q11_1,S1Q11_2,S1Q11_3,S1Q11_4,S1Q11_5,S1Q11_6,S1Q11_7,S1Q11_8,S1Q11_9,S1Q11_10,S1Q11_11,S1Q11_12,S1Q11_13,S1Q11_14,S1Q11_15,S1Q11_16,S1Q11_17,S1Q11_18,S1Q11_19,S1Q12_1,S1Q12_2,S1Q12_3,S1Q12_4,S1Q12_5,S1Q12_6,S1Q12_7,S1Q12_8,S1Q12_9,S1Q12_10,S1Q12_12,S1Q12_13,S1Q12_14,S1Q12_15,S1Q12_16,S1Q12_17,S1Q12_18,S1Q12_19,S1Q12_20,S1Q12_21,S1Q12_22,S1Q12_23,S1Q12_24,S1Q12_25,S1Q12_26,S1Q12_29,S1Q12_30,S1Q12_31,S1Q12_32,S1Q12_33,S1Q12_34,S1Q12_35,S1Q12_36,S1Q12_37,S1Q12_38,S2Q1_B1,S2Q1_B2,S2Q1_B3,S2Q1_B4,S2Q1_A1,S2Q1_A2,S2Q1_A3,S2Q1_A4,S2Q2B,S2Q2A,S2Q3A,S2Q4A_A1,S2Q4B_A1,S2Q5_1,S2Q5_2,S2Q5_3,S2Q5_4,S2Q5_5,S2Q5_6,S2Q5_7,S2Q5_9,S2Q6_1,S2Q6_2,S2Q6_3,S2Q6_4,S2Q6_5,S2Q6_6,S2Q6_7,S2Q6_8,S2Q6_9,S2Q8A,S2Q9A,S2Q10A,S2Q11A,S2Q13A,S2Q12A_2,S2Q12A_1,S2Q12B_2,S2Q12B_1,S2Q14,S2Q14_1,S2Q14_2,S2Q14_3,S2Q14_4,S2Q14_5,S2Q14_6,S2Q14_7,S2Q15A,S2Q15B,S2Q15C,S2Q16A_1,S2Q16B_1,S2Q16B_2,S2Q16A_2,S2Q16B_3,S2Q16A_3,S2Q18A_1,S2Q18B_1,S2Q18A_2,S2Q18B_2,S2Q20A_1,S2Q20A_2,S2Q20A_3,S2Q20A_4,S2Q20B_1,S2Q20B_2,S2Q20B_3,S2Q20B_4,S2Q21A_1,S2Q21A_2,S2Q21A_3,S2Q21A_4,S2Q21B_1,S2Q21B_2,S2Q21B_3,S2Q21B_4,S2Q22_10,S2Q22_1,S2Q22_2,S2Q22_3,S2Q22_4,S2Q22_5,S2Q22_6,S2Q22_7,S2Q22_8,S2Q22_9,S2Q23A_1,S2Q23A_2,S2Q23A_3,S2Q23A_4,S2Q23A_5,S2Q23A_6,S2Q23A_7,S2Q24_1,S2Q25_1,S2Q24_2,S2Q25_2,S2Q27_1,S2Q27_2,S2Q27_3,S2Q27_4,S2Q27_5,S2Q27_6,S2Q27_7,S2Q27_8,S2Q27_9,S2Q27_10,S2Q28_1,S2Q28_2,S2Q28_3,S2Q28_4,S2Q28_5,S2Q28_6,S2Q28_7,S2Q28_8,S2Q28_9,S2Q28_10,S2Q28_11,S1Q1A,S1Q2A
CO2398,2,1,1985,,,5,2,2,6,70,4,4,7,7,3,6,7,7,6,6,9,9,3,9,9,9,9,1,9,2,9,6,6,7,1,4,6,2,7,7,2,1,3,2,9,9,9,9,9,9,9,9,6,6,1,6,2,3,8,1,1,1,1,3.0298781395,6,7,5,5,3,7,1,1,7,1,6,5,4,1,6,6,6,6,1,2,3,1,5,3,4,1,3,7,4,1,7,1,3,2,4,4,5,3,5,4,3,6,5,8,2,1,6,9,10,5,8,1,1,1,5,2,1,1.0421892405,1,,,,,0,0,0,0,0,1,0,1,1,0,0,0,0,0,Offenders should not be released until they can show remorse for their crimes,Preventing drug/alcohol/abuse problems at the root,,,,,,,,That the government is considering releasing less serious offenders. I  think jail time and support and education while in jail are the only way to assist,,,3,0,0,0,1,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,1,3,1,7,5,2,1,2,2,2,2,3,3,1,3,3,3,3,3,2,2,3,3,2,3,3,3,3,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,1,2,3,1,3,3,1,3,3,3,1,2,3,1,3,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,3,3,3,2,1,3,1,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,3,1,3,3,3,2,2,1,1,9,,,,,,,,1,1,0,3,3,3,3,3,3,1,1,3,2,1,2,1,1,2,2,1,2,3,2,1,3,3,2,1,3,0,1,1,1,0,0,0,0,0,0,2,2,3,1,3,2,1,3,3,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3,4
CO2399,1,1,1985,,,8,1,2,4,10,7,7,7,7,4,7,7,5,7,7,1,3,2,9,9,9,9,9,9,9,9,5,4,5,2,3,6,6,3,5,5,9,9,9,9,9,1,1,9,9,9,9,7,6,5,6,7,5,2,1,1,1,1,0.4164561927,7,6,5,3,4,7,4,6,5,5,5,5,6,2,5,5,4,3,1,3,2,4,5,6,5,4,5,3,3,4,3,1,12,9,5,5,5,4,4,5,4,5,4,1,3,6,1,6,7,5,5,1,1,1,8,2,1,0.3669786751,1,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,1,,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,3,3,3,3,7,5,2,1,2,2,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,3,1,1,3,3,1,3,3,2,2,2,1,2,3,3,2,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,3,3,3,1,2,2,3,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,1,1,9,,,,,,,,1,1,0,3,2,2,2,2,1,2,2,3,2,3,3,2,3,3,2,2,2,1,1,2,1,2,2,2,2,0,1,0,0,0,0,0,1,0,1,3,3,3,2,2,3,2,3,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2,1
CO24,9,1,1963,,,7,1,4,7,65,7,4,7,7,7,6,7,7,7,5,1,9,3,2,9,9,9,9,9,9,9,7,7,7,4,5,,4,7,7,7,9,9,2,9,9,9,9,1,3,9,9,7,7,3,7,1,2,6,1,1,1,1,1.0085912943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Time served should not be credited against the sentence to be served nor should it be credited back at a 2 to 1 ratio.,"Nature of the crime...weapons, violence, abuse, etc.",,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,1,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,1,5,1,1,1,2,1,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,,2,3,3,3,3,3,3,2,2,,2,3,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
CO240,2,2,1972,1,0,6,2,3,6,75,1,1,4,5,4,4,6,4,6,6,9,9,9,9,2,3,1,9,9,9,9,5,5,6,6,4,5,4,6,6,3,9,9,3,9,9,2,9,1,9,9,9,7,5,3,5,4,4,2,1,1,1,1,1.7002140284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,1,3,2,6,6,2,2,2,2,1,1,2,3,2,2,3,2,3,3,1,1,2,2,2,2,3,2,3,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,2,3,2,3,3,1,2,2,3,3,2,2,2,3,3,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4
CO2400,1,1,1984,,,5,1,2,4,10,5,5,5,3,4,3,4,4,4,4,9,9,9,9,9,9,9,9,9,9,9,7,7,6,5,7,7,3,7,7,6,9,9,3,9,9,9,9,1,2,9,9,7,7,7,7,7,5,8,3,0,1,1,0.9441001415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,1,1,1,1,3,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,3,2,3,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
CO2401,1,1,1988,,,5,1,2,5,65,7,7,5,6,4,7,6,5,6,5,1,9,9,2,9,9,3,9,9,9,9,5,6,3,6,4,4,6,7,4,7,9,3,9,2,9,9,9,1,9,9,9,2,5,5,4,3,5,6,1,1,1,1,0.9441001415,6,4,6,6,5,6,3,6,3,3,5,3,3,5,5,4,5,3,2,1,3,6,5,4,6,7,2,4,3,6,3,3,7,2,4,3,2,3,6,5,3,6,5,2,8,5,9,5,2,5,5,1,1,1,5,2,1,0.8257964849,1,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,2,0,0,0,1,,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,3,3,2,1,8,8,2,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,2,3,2,3,3,2,3,2,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,1,3,2,2,3,3,2,3,2,3,2,3,2,2,3,3,2,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,2,3,3,2,3,3,1,3,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,1,3,2,1,2,3,1,0,0,1,1,0,0,0,0,1,0,2,2,2,3,2,1,3,3,3,2,2,3,3,1,2,3,3,1,2,1,3,1,2,2,3,2,0,0,1,1,0,0,1,0,0,0,2,1,1,1,3,3,1,3,3,3,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,3,4
CO2402,1,1,1985,,,6,1,2,3,10,7,7,6,6,7,4,6,7,7,7,9,1,9,9,2,9,9,9,3,9,9,6,6,9,7,9,99,99,7,5,7,9,9,9,2,9,9,9,1,9,3,9,7,7,7,3,5,6,3,2,1,1,1,0.8408478498,6,3,6,7,4,7,7,7,4,6,7,5,7,4,7,6,6,6,2,1,3,5,7,4,6,5,6,4,6,6,4,9,10,1,5,5,6,5,6,5,6,6,6,4,8,6,1,9,3,6,5,1,1,1,6,2,1,0.72097224,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,1,3,7,7,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,99,3,99,98,98,3,3,3,3,3,99,3,99,98,98,3,2,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,1,3,3,2,2,3,3,3,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,2,3,3,3,3,3,3,2,2,0,,,,,,,,1,1,0,3,3,3,3,3,3,3,2,3,3,2,3,3,3,2,3,2,3,2,3,3,2,2,3,3,2,0,1,0,0,0,0,0,1,1,0,3,3,3,3,3,3,3,3,3,3,3,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
CO2403,9,1,1992,,,6,2,1,4,80,5,6,6,5,6,6,4,5,5,6,9,1,3,9,9,9,9,9,9,2,9,5,5,4,7,6,6,3,6,6,4,9,9,9,1,9,2,9,9,3,9,9,6,5,6,4,6,5,2,4,1,1,1,0.9666153789,6,5,6,5,4,6,6,7,5,7,7,6,7,4,9,5,6,6,3,2,1,4,6,7,6,6,6,4,3,4,3,3,10,9,5,4,6,6,6,5,4,6,5,9,10,4,3,8,9,6,2,4,1,1,6,1,1,0.9098949432,1,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,3,3,3,2,3,9,9,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2,3,3,2,3,3,2,2,2,3,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,3,2,3,3,3,1,3,3,2,2,2,2,3,3,3,2,3,3,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,3,3,3,3,2,2,3,3,3,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,3,3,3,9,3,3,2,2,9,,,,,,,,1,1,0,3,2,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,2,1,2,1,2,2,2,2,0,0,0,1,0,0,0,1,1,0,3,2,3,3,3,3,2,3,3,3,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,2,5
CO2404,9,1,1950,,,11,1,6,4,40,7,7,7,5,7,7,7,7,7,9,2,9,3,9,9,9,9,1,9,9,9,7,7,7,7,5,6,1,7,6,3,9,1,2,3,9,9,9,9,9,9,9,7,7,5,7,4,5,6,5,1,1,1,0.3603826463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"Yes the are to many people in public sector that are assaulted, threatened and nothing is done about. I was, my family was and nothing done about. It is not the RCMP problem but the justice system it self. In my and others cases it was the Justice system protecting its senior managers. Who watching the justice people?",There needs to be an audit system of the Justice system to determine if it is working properly. For example there was an under age person who sexually assaulted his two young sisters. But no audit was done to find the cause why he did and what went on in the family to find how to prevent this again,,I am a victum on a case that has gone on for years and I was harmed very badly,1,0,1,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,3,1,0,0,1,,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,3,3,3,3,2,3,4,1,1,1,2,3,3,3,3,3,3,3,3,3,99,3,3,3,2,3,3,3,3,3,99,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,1,3,3,1,3,3,3,3,2,3,1,3,3,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
CO2405,2,1,1953,,,1,1,5,4,999,7,5,7,7,6,7,7,7,6,7,3,9,1,9,9,9,9,2,9,9,9,5,4,9,7,6,,3,7,99,7,9,9,9,2,3,9,9,9,9,1,9,7,6,7,99,7,4,2,8,1,2,1,0.8625376225,9,9,9,9,9,9,7,7,4,7,7,7,7,7,7,7,5,6,2,3,1,7,6,6,6,6,6,2,5,9,9,1,4,12,9,9,9,9,9,9,9,7,5,5,10,4,2,3,9,4,2,8,1,2,1,5,1,0.8019433618,1,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,"we need to use the court system more effectively , fairly and socially responsibly. Understanding how and why people live their lives and the limitations on their daily lives. People need help coping with things in their lives that they have little or no control over like mental illness, depression and physical disabilities.",,,,,,,,,2,1,0,0,1,,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,3,3,3,99,3,3,99,1,99,1,99,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,99,3,3,,1,3,98,3,2,2,99,3,3,,2,3,98,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,98,1,98,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,,9,9,9,9,9,9,3,3,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,2,3,3,3,3,3,3,3,3,0,,,,,,,,99,99,0,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,9,9,1,2,9,9,0,1,0,0,1,0,0,0,0,1,9,9,9,9,9,9,9,3,3,3,2,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,99
CO2406,9,1,1990,,,1,1,2,4,60,7,5,5,4,5,6,6,7,7,7,1,9,9,9,9,9,9,3,9,2,9,7,6,7,4,4,,1,5,6,4,2,1,3,9,9,9,9,9,9,9,9,7,7,6,5,7,5,1,4,1,2,1,0.7025771141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Seriousness of crime in determining sentencing.,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,3,3,3,5,6,1,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,3,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,,1,3,3,2,3,3,3,2,2,,1,2,3,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4
CO2407,2,1,1950,,,1,1,6,4,75,5,6,7,7,4,4,7,7,7,7,9,9,1,9,9,9,9,3,2,9,9,4,7,5,4,,4,2,7,6,4,9,1,9,9,9,9,9,3,2,9,9,7,7,4,5,5,2,3,1,1,2,1,1.006079793,7,7,6,6,4,5,6,6,3,7,6,7,6,6,6,7,6,6,3,2,1,4,4,4,4,4,4,1,3,2,2,3,9,12,6,3,3,5,5,6,3,6,4,6,5,10,1,8,6,2,3,1,1,2,1,6,1,0.8509020805,1,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,explaining to those individuals that their future depends on their  personal  commitment to rehabili,,,,,,1,1,0,0,1,,0,0,0,0,1,0,0,0,0,1,99,99,99,99,99,99,99,99,3,3,2,3,3,5,5,1,1,2,2,3,3,3,3,2,2,3,3,3,3,2,3,3,3,2,2,3,3,3,3,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,3,2,,2,1,3,3,2,2,3,2,2,,2,1,3,3,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,1,3,3,3,3,3,3,3,3,2,2,3,3,3,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,3,3,3,3,3,3,3,3,0,,,,,,,,0,0,1,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,0,0,0,1,0,0,0,1,0,1,3,1,1,3,3,3,1,3,2,3,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,4
